,Year,From country,Votes,Country,Own,English,Other,has_border
1045,1999,SI,0.0,ES,1.0,0.0,0.0,
1047,1999,SI,0.0,FR,1.0,0.0,0.0,
1048,1999,SI,2.0,GB,1.0,1.0,0.0,
1051,1999,SI,12.0,HR,1.0,0.0,0.0,1.0
1053,1999,SI,0.0,IE,1.0,1.0,0.0,
1054,1999,SI,1.0,IL,0.0,0.0,1.0,
1055,1999,SI,0.0,IS,0.0,1.0,0.0,
1057,1999,SI,0.0,LT,0.0,0.0,1.0,
1063,1999,SI,0.0,MT,1.0,1.0,0.0,
1064,1999,SI,3.0,NL,0.0,1.0,0.0,
1065,1999,SI,0.0,NO,0.0,1.0,0.0,
1066,1999,SI,0.0,PL,1.0,0.0,0.0,
1067,1999,SI,0.0,PT,1.0,0.0,0.0,
1071,1999,SI,7.0,SE,0.0,1.0,0.0,
1072,1999,SI,0.0,SI,0.0,1.0,0.0,
1075,1999,SI,0.0,TR,1.0,0.0,0.0,
1081,1999,TR,0.0,AT,0.0,1.0,0.0,
1084,1999,TR,7.0,BA,0.0,0.0,1.0,
1085,1999,TR,0.0,BE,0.0,1.0,0.0,
1089,1999,TR,0.0,CY,1.0,0.0,0.0,
1091,1999,TR,12.0,DE,0.0,0.0,1.0,
1092,1999,TR,0.0,DK,0.0,1.0,0.0,
1093,1999,TR,0.0,EE,1.0,1.0,0.0,
1094,1999,TR,0.0,ES,1.0,0.0,0.0,
1096,1999,TR,2.0,FR,1.0,0.0,0.0,
1097,1999,TR,4.0,GB,1.0,1.0,0.0,
1100,1999,TR,8.0,HR,1.0,0.0,0.0,
1102,1999,TR,1.0,IE,1.0,1.0,0.0,
1103,1999,TR,3.0,IL,0.0,0.0,1.0,
1104,1999,TR,10.0,IS,0.0,1.0,0.0,
1106,1999,TR,0.0,LT,0.0,0.0,1.0,
1112,1999,TR,0.0,MT,1.0,1.0,0.0,
1113,1999,TR,5.0,NL,0.0,1.0,0.0,
1114,1999,TR,0.0,NO,0.0,1.0,0.0,
1115,1999,TR,0.0,PL,1.0,0.0,0.0,
1116,1999,TR,0.0,PT,1.0,0.0,0.0,
1120,1999,TR,6.0,SE,0.0,1.0,0.0,
1121,1999,TR,0.0,SI,0.0,1.0,0.0,
1124,1999,TR,0.0,TR,1.0,0.0,0.0,
1130,2000,AT,0.0,AT,0.0,1.0,0.0,
1134,2000,AT,0.0,BE,1.0,0.0,0.0,
1137,2000,AT,1.0,CH,1.0,0.0,0.0,1.0
1138,2000,AT,0.0,CY,0.0,0.0,1.0,
1140,2000,AT,12.0,DE,0.0,0.0,1.0,1.0
1141,2000,AT,10.0,DK,0.0,1.0,0.0,
1142,2000,AT,3.0,EE,1.0,1.0,0.0,
1143,2000,AT,0.0,ES,1.0,0.0,0.0,
1144,2000,AT,0.0,FI,0.0,1.0,0.0,
1145,2000,AT,0.0,FR,1.0,0.0,0.0,
1146,2000,AT,0.0,GB,1.0,1.0,0.0,
1149,2000,AT,6.0,HR,1.0,0.0,0.0,
1151,2000,AT,4.0,IE,1.0,1.0,0.0,
1152,2000,AT,0.0,IL,0.0,0.0,1.0,
1153,2000,AT,0.0,IS,0.0,1.0,0.0,
1156,2000,AT,8.0,LV,0.0,1.0,0.0,
1160,2000,AT,0.0,MK,,,,
1161,2000,AT,2.0,MT,0.0,0.0,1.0,
1162,2000,AT,0.0,NL,0.0,1.0,0.0,
1163,2000,AT,0.0,NO,0.0,1.0,0.0,
1166,2000,AT,0.0,RO,0.0,1.0,0.0,
1168,2000,AT,7.0,RU,0.0,1.0,0.0,
1169,2000,AT,0.0,SE,0.0,1.0,0.0,
1173,2000,AT,5.0,TR,0.0,0.0,1.0,
1179,2000,BE,0.0,AT,0.0,1.0,0.0,
1183,2000,BE,0.0,BE,1.0,0.0,0.0,
1186,2000,BE,0.0,CH,1.0,0.0,0.0,
1187,2000,BE,0.0,CY,0.0,0.0,1.0,
1189,2000,BE,6.0,DE,0.0,0.0,1.0,1.0
1190,2000,BE,10.0,DK,0.0,1.0,0.0,
1191,2000,BE,2.0,EE,1.0,1.0,0.0,
1192,2000,BE,0.0,ES,1.0,0.0,0.0,
1193,2000,BE,0.0,FI,0.0,1.0,0.0,
1194,2000,BE,0.0,FR,1.0,0.0,0.0,1.0
1195,2000,BE,0.0,GB,1.0,1.0,0.0,
1198,2000,BE,0.0,HR,1.0,0.0,0.0,
1200,2000,BE,4.0,IE,1.0,1.0,0.0,
1201,2000,BE,0.0,IL,0.0,0.0,1.0,
1202,2000,BE,0.0,IS,0.0,1.0,0.0,
1205,2000,BE,12.0,LV,0.0,1.0,0.0,
1209,2000,BE,0.0,MK,,,,
1210,2000,BE,1.0,MT,0.0,0.0,1.0,
1211,2000,BE,8.0,NL,0.0,1.0,0.0,1.0
1212,2000,BE,0.0,NO,0.0,1.0,0.0,
1215,2000,BE,0.0,RO,0.0,1.0,0.0,
1217,2000,BE,7.0,RU,0.0,1.0,0.0,
1218,2000,BE,5.0,SE,0.0,1.0,0.0,
1222,2000,BE,3.0,TR,0.0,0.0,1.0,
1228,2000,CH,4.0,AT,0.0,1.0,0.0,1.0
1232,2000,CH,0.0,BE,1.0,0.0,0.0,
1235,2000,CH,0.0,CH,1.0,0.0,0.0,
1236,2000,CH,0.0,CY,0.0,0.0,1.0,
1238,2000,CH,12.0,DE,0.0,0.0,1.0,1.0
1239,2000,CH,10.0,DK,0.0,1.0,0.0,
1240,2000,CH,0.0,EE,1.0,1.0,0.0,
1241,2000,CH,1.0,ES,1.0,0.0,0.0,
1242,2000,CH,0.0,FI,0.0,1.0,0.0,
1243,2000,CH,0.0,FR,1.0,0.0,0.0,1.0
1244,2000,CH,0.0,GB,1.0,1.0,0.0,
1247,2000,CH,6.0,HR,1.0,0.0,0.0,
1249,2000,CH,8.0,IE,1.0,1.0,0.0,
1250,2000,CH,0.0,IL,0.0,0.0,1.0,
1251,2000,CH,0.0,IS,0.0,1.0,0.0,
1254,2000,CH,7.0,LV,0.0,1.0,0.0,
1258,2000,CH,0.0,MK,,,,
1259,2000,CH,0.0,MT,0.0,0.0,1.0,
1260,2000,CH,0.0,NL,0.0,1.0,0.0,
1261,2000,CH,0.0,NO,0.0,1.0,0.0,
1264,2000,CH,0.0,RO,0.0,1.0,0.0,
1266,2000,CH,2.0,RU,0.0,1.0,0.0,
1267,2000,CH,3.0,SE,0.0,1.0,0.0,
1271,2000,CH,5.0,TR,0.0,0.0,1.0,
1277,2000,CY,0.0,AT,0.0,1.0,0.0,
1281,2000,CY,0.0,BE,1.0,0.0,0.0,
1284,2000,CY,0.0,CH,1.0,0.0,0.0,
1285,2000,CY,0.0,CY,0.0,0.0,1.0,
1287,2000,CY,0.0,DE,0.0,0.0,1.0,
1288,2000,CY,4.0,DK,0.0,1.0,0.0,
1289,2000,CY,6.0,EE,1.0,1.0,0.0,
1290,2000,CY,10.0,ES,1.0,0.0,0.0,
1291,2000,CY,0.0,FI,0.0,1.0,0.0,
1292,2000,CY,0.0,FR,1.0,0.0,0.0,
1293,2000,CY,3.0,GB,1.0,1.0,0.0,
1296,2000,CY,0.0,HR,1.0,0.0,0.0,
1298,2000,CY,7.0,IE,1.0,1.0,0.0,
1299,2000,CY,0.0,IL,0.0,0.0,1.0,
1300,2000,CY,0.0,IS,0.0,1.0,0.0,
1303,2000,CY,1.0,LV,0.0,1.0,0.0,
1307,2000,CY,2.0,MK,,,,
1308,2000,CY,8.0,MT,0.0,0.0,1.0,
1309,2000,CY,5.0,NL,0.0,1.0,0.0,
1310,2000,CY,0.0,NO,0.0,1.0,0.0,
1313,2000,CY,0.0,RO,0.0,1.0,0.0,
1315,2000,CY,12.0,RU,0.0,1.0,0.0,
1316,2000,CY,0.0,SE,0.0,1.0,0.0,
1320,2000,CY,0.0,TR,0.0,0.0,1.0,
1326,2000,DE,2.0,AT,0.0,1.0,0.0,1.0
1330,2000,DE,0.0,BE,1.0,0.0,0.0,1.0
1333,2000,DE,0.0,CH,1.0,0.0,0.0,1.0
1334,2000,DE,0.0,CY,0.0,0.0,1.0,
1336,2000,DE,0.0,DE,0.0,0.0,1.0,
1337,2000,DE,12.0,DK,0.0,1.0,0.0,1.0
1338,2000,DE,5.0,EE,1.0,1.0,0.0,
1339,2000,DE,0.0,ES,1.0,0.0,0.0,
1340,2000,DE,0.0,FI,0.0,1.0,0.0,
1341,2000,DE,0.0,FR,1.0,0.0,0.0,1.0
1342,2000,DE,0.0,GB,1.0,1.0,0.0,
1345,2000,DE,6.0,HR,1.0,0.0,0.0,
1347,2000,DE,0.0,IE,1.0,1.0,0.0,
1348,2000,DE,0.0,IL,0.0,0.0,1.0,
1349,2000,DE,0.0,IS,0.0,1.0,0.0,
1352,2000,DE,7.0,LV,0.0,1.0,0.0,
1356,2000,DE,0.0,MK,,,,
1357,2000,DE,3.0,MT,0.0,0.0,1.0,
1358,2000,DE,1.0,NL,0.0,1.0,0.0,1.0
1359,2000,DE,0.0,NO,0.0,1.0,0.0,
1362,2000,DE,0.0,RO,0.0,1.0,0.0,
1364,2000,DE,4.0,RU,0.0,1.0,0.0,
1365,2000,DE,8.0,SE,0.0,1.0,0.0,
1369,2000,DE,10.0,TR,0.0,0.0,1.0,
1375,2000,DK,0.0,AT,0.0,1.0,0.0,
1379,2000,DK,0.0,BE,1.0,0.0,0.0,
1382,2000,DK,0.0,CH,1.0,0.0,0.0,
1383,2000,DK,0.0,CY,0.0,0.0,1.0,
1385,2000,DK,2.0,DE,0.0,0.0,1.0,1.0
1386,2000,DK,0.0,DK,0.0,1.0,0.0,
1387,2000,DK,4.0,EE,1.0,1.0,0.0,
1388,2000,DK,0.0,ES,1.0,0.0,0.0,
1389,2000,DK,0.0,FI,0.0,1.0,0.0,
1390,2000,DK,0.0,FR,1.0,0.0,0.0,
1391,2000,DK,0.0,GB,1.0,1.0,0.0,
1394,2000,DK,0.0,HR,1.0,0.0,0.0,
1396,2000,DK,5.0,IE,1.0,1.0,0.0,
1397,2000,DK,0.0,IL,0.0,0.0,1.0,
1398,2000,DK,12.0,IS,0.0,1.0,0.0,
1401,2000,DK,8.0,LV,0.0,1.0,0.0,
1405,2000,DK,0.0,MK,,,,
1406,2000,DK,3.0,MT,0.0,0.0,1.0,
1407,2000,DK,0.0,NL,0.0,1.0,0.0,
1408,2000,DK,7.0,NO,0.0,1.0,0.0,
1411,2000,DK,0.0,RO,0.0,1.0,0.0,
1413,2000,DK,6.0,RU,0.0,1.0,0.0,
1414,2000,DK,10.0,SE,0.0,1.0,0.0,
1418,2000,DK,1.0,TR,0.0,0.0,1.0,
1424,2000,EE,0.0,AT,0.0,1.0,0.0,
1428,2000,EE,0.0,BE,1.0,0.0,0.0,
1431,2000,EE,0.0,CH,1.0,0.0,0.0,
1432,2000,EE,0.0,CY,0.0,0.0,1.0,
1434,2000,EE,0.0,DE,0.0,0.0,1.0,
1435,2000,EE,8.0,DK,0.0,1.0,0.0,
1436,2000,EE,0.0,EE,1.0,1.0,0.0,
1437,2000,EE,0.0,ES,1.0,0.0,0.0,
1438,2000,EE,7.0,FI,0.0,1.0,0.0,
1439,2000,EE,0.0,FR,1.0,0.0,0.0,
1440,2000,EE,2.0,GB,1.0,1.0,0.0,
1443,2000,EE,0.0,HR,1.0,0.0,0.0,
1445,2000,EE,4.0,IE,1.0,1.0,0.0,
1446,2000,EE,0.0,IL,0.0,0.0,1.0,
1447,2000,EE,6.0,IS,0.0,1.0,0.0,
1450,2000,EE,12.0,LV,0.0,1.0,0.0,1.0
1454,2000,EE,0.0,MK,,,,
1455,2000,EE,1.0,MT,0.0,0.0,1.0,
1456,2000,EE,0.0,NL,0.0,1.0,0.0,
1457,2000,EE,3.0,NO,0.0,1.0,0.0,
1460,2000,EE,0.0,RO,0.0,1.0,0.0,
1462,2000,EE,10.0,RU,0.0,1.0,0.0,1.0
1463,2000,EE,5.0,SE,0.0,1.0,0.0,
1467,2000,EE,0.0,TR,0.0,0.0,1.0,
1473,2000,ES,8.0,AT,0.0,1.0,0.0,
1477,2000,ES,0.0,BE,1.0,0.0,0.0,
1480,2000,ES,0.0,CH,1.0,0.0,0.0,
1481,2000,ES,0.0,CY,0.0,0.0,1.0,
1483,2000,ES,12.0,DE,0.0,0.0,1.0,
1484,2000,ES,10.0,DK,0.0,1.0,0.0,
1485,2000,ES,0.0,EE,1.0,1.0,0.0,
1486,2000,ES,0.0,ES,1.0,0.0,0.0,
1487,2000,ES,0.0,FI,0.0,1.0,0.0,
1488,2000,ES,0.0,FR,1.0,0.0,0.0,1.0
1489,2000,ES,0.0,GB,1.0,1.0,0.0,
1492,2000,ES,2.0,HR,1.0,0.0,0.0,
1494,2000,ES,3.0,IE,1.0,1.0,0.0,
1495,2000,ES,0.0,IL,0.0,0.0,1.0,
1496,2000,ES,0.0,IS,0.0,1.0,0.0,
1499,2000,ES,7.0,LV,0.0,1.0,0.0,
1503,2000,ES,0.0,MK,,,,
1504,2000,ES,1.0,MT,0.0,0.0,1.0,
1505,2000,ES,4.0,NL,0.0,1.0,0.0,
1506,2000,ES,0.0,NO,0.0,1.0,0.0,
1509,2000,ES,0.0,RO,0.0,1.0,0.0,
1511,2000,ES,5.0,RU,0.0,1.0,0.0,
1512,2000,ES,6.0,SE,0.0,1.0,0.0,
1516,2000,ES,0.0,TR,0.0,0.0,1.0,
1522,2000,FI,3.0,AT,0.0,1.0,0.0,
1526,2000,FI,0.0,BE,1.0,0.0,0.0,
1529,2000,FI,0.0,CH,1.0,0.0,0.0,
1530,2000,FI,0.0,CY,0.0,0.0,1.0,
1532,2000,FI,2.0,DE,0.0,0.0,1.0,
1533,2000,FI,10.0,DK,0.0,1.0,0.0,
1534,2000,FI,8.0,EE,1.0,1.0,0.0,
1535,2000,FI,0.0,ES,1.0,0.0,0.0,
1536,2000,FI,0.0,FI,0.0,1.0,0.0,
1537,2000,FI,0.0,FR,1.0,0.0,0.0,
1538,2000,FI,0.0,GB,1.0,1.0,0.0,
1541,2000,FI,6.0,HR,1.0,0.0,0.0,
1543,2000,FI,1.0,IE,1.0,1.0,0.0,
1544,2000,FI,0.0,IL,0.0,0.0,1.0,
1545,2000,FI,0.0,IS,0.0,1.0,0.0,
1548,2000,FI,12.0,LV,0.0,1.0,0.0,
1552,2000,FI,0.0,MK,,,,
1553,2000,FI,0.0,MT,0.0,0.0,1.0,
1554,2000,FI,0.0,NL,0.0,1.0,0.0,
1555,2000,FI,0.0,NO,0.0,1.0,0.0,1.0
1558,2000,FI,0.0,RO,0.0,1.0,0.0,
1560,2000,FI,5.0,RU,0.0,1.0,0.0,1.0
1561,2000,FI,7.0,SE,0.0,1.0,0.0,1.0
1565,2000,FI,4.0,TR,0.0,0.0,1.0,
1571,2000,FR,0.0,AT,0.0,1.0,0.0,
1575,2000,FR,0.0,BE,1.0,0.0,0.0,1.0
1578,2000,FR,0.0,CH,1.0,0.0,0.0,1.0
1579,2000,FR,0.0,CY,0.0,0.0,1.0,
1581,2000,FR,10.0,DE,0.0,0.0,1.0,1.0
1582,2000,FR,7.0,DK,0.0,1.0,0.0,
1583,2000,FR,0.0,EE,1.0,1.0,0.0,
1584,2000,FR,0.0,ES,1.0,0.0,0.0,1.0
1585,2000,FR,0.0,FI,0.0,1.0,0.0,
1586,2000,FR,0.0,FR,1.0,0.0,0.0,
1587,2000,FR,0.0,GB,1.0,1.0,0.0,
1590,2000,FR,8.0,HR,1.0,0.0,0.0,
1592,2000,FR,4.0,IE,1.0,1.0,0.0,
1593,2000,FR,6.0,IL,0.0,0.0,1.0,
1594,2000,FR,0.0,IS,0.0,1.0,0.0,
1597,2000,FR,3.0,LV,0.0,1.0,0.0,
1601,2000,FR,0.0,MK,,,,
1602,2000,FR,0.0,MT,0.0,0.0,1.0,
1603,2000,FR,2.0,NL,0.0,1.0,0.0,
1604,2000,FR,0.0,NO,0.0,1.0,0.0,
1607,2000,FR,0.0,RO,0.0,1.0,0.0,
1609,2000,FR,5.0,RU,0.0,1.0,0.0,
1610,2000,FR,1.0,SE,0.0,1.0,0.0,
1614,2000,FR,12.0,TR,0.0,0.0,1.0,
1620,2000,GB,1.0,AT,0.0,1.0,0.0,
1624,2000,GB,0.0,BE,1.0,0.0,0.0,
1627,2000,GB,0.0,CH,1.0,0.0,0.0,
1628,2000,GB,0.0,CY,0.0,0.0,1.0,
1630,2000,GB,5.0,DE,0.0,0.0,1.0,
1631,2000,GB,12.0,DK,0.0,1.0,0.0,
1632,2000,GB,4.0,EE,1.0,1.0,0.0,
1633,2000,GB,0.0,ES,1.0,0.0,0.0,
1634,2000,GB,0.0,FI,0.0,1.0,0.0,
1635,2000,GB,0.0,FR,1.0,0.0,0.0,
1636,2000,GB,0.0,GB,1.0,1.0,0.0,
1639,2000,GB,0.0,HR,1.0,0.0,0.0,
1641,2000,GB,10.0,IE,1.0,1.0,0.0,1.0
1642,2000,GB,0.0,IL,0.0,0.0,1.0,
1643,2000,GB,0.0,IS,0.0,1.0,0.0,
1646,2000,GB,7.0,LV,0.0,1.0,0.0,
1650,2000,GB,0.0,MK,,,,
1651,2000,GB,2.0,MT,0.0,0.0,1.0,
1652,2000,GB,0.0,NL,0.0,1.0,0.0,
1653,2000,GB,3.0,NO,0.0,1.0,0.0,
1656,2000,GB,0.0,RO,0.0,1.0,0.0,
1658,2000,GB,8.0,RU,0.0,1.0,0.0,
1659,2000,GB,6.0,SE,0.0,1.0,0.0,
1663,2000,GB,0.0,TR,0.0,0.0,1.0,
1669,2000,HR,0.0,AT,0.0,1.0,0.0,
1673,2000,HR,0.0,BE,1.0,0.0,0.0,
1676,2000,HR,0.0,CH,1.0,0.0,0.0,
1677,2000,HR,3.0,CY,0.0,0.0,1.0,
1679,2000,HR,1.0,DE,0.0,0.0,1.0,
1680,2000,HR,0.0,DK,0.0,1.0,0.0,
1681,2000,HR,6.0,EE,1.0,1.0,0.0,
1682,2000,HR,0.0,ES,1.0,0.0,0.0,
1683,2000,HR,0.0,FI,0.0,1.0,0.0,
1684,2000,HR,0.0,FR,1.0,0.0,0.0,
1685,2000,HR,4.0,GB,1.0,1.0,0.0,
1688,2000,HR,0.0,HR,1.0,0.0,0.0,
1690,2000,HR,5.0,IE,1.0,1.0,0.0,
1691,2000,HR,0.0,IL,0.0,0.0,1.0,
1692,2000,HR,0.0,IS,0.0,1.0,0.0,
1695,2000,HR,0.0,LV,0.0,1.0,0.0,
1699,2000,HR,10.0,MK,,,,
1700,2000,HR,8.0,MT,0.0,0.0,1.0,
1701,2000,HR,2.0,NL,0.0,1.0,0.0,
1702,2000,HR,0.0,NO,0.0,1.0,0.0,
1705,2000,HR,7.0,RO,0.0,1.0,0.0,
1707,2000,HR,12.0,RU,0.0,1.0,0.0,
1708,2000,HR,0.0,SE,0.0,1.0,0.0,
1712,2000,HR,0.0,TR,0.0,0.0,1.0,
1718,2000,IE,2.0,AT,0.0,1.0,0.0,
1722,2000,IE,0.0,BE,1.0,0.0,0.0,
1725,2000,IE,0.0,CH,1.0,0.0,0.0,
1726,2000,IE,0.0,CY,0.0,0.0,1.0,
1728,2000,IE,5.0,DE,0.0,0.0,1.0,
1729,2000,IE,12.0,DK,0.0,1.0,0.0,
1730,2000,IE,7.0,EE,1.0,1.0,0.0,
1731,2000,IE,0.0,ES,1.0,0.0,0.0,
1732,2000,IE,0.0,FI,0.0,1.0,0.0,
1733,2000,IE,0.0,FR,1.0,0.0,0.0,
1734,2000,IE,0.0,GB,1.0,1.0,0.0,1.0
1737,2000,IE,0.0,HR,1.0,0.0,0.0,
1739,2000,IE,0.0,IE,1.0,1.0,0.0,
1740,2000,IE,0.0,IL,0.0,0.0,1.0,
1741,2000,IE,0.0,IS,0.0,1.0,0.0,
1744,2000,IE,8.0,LV,0.0,1.0,0.0,
1748,2000,IE,0.0,MK,,,,
1749,2000,IE,3.0,MT,0.0,0.0,1.0,
1750,2000,IE,1.0,NL,0.0,1.0,0.0,
1751,2000,IE,4.0,NO,0.0,1.0,0.0,
1754,2000,IE,0.0,RO,0.0,1.0,0.0,
1756,2000,IE,10.0,RU,0.0,1.0,0.0,
1757,2000,IE,6.0,SE,0.0,1.0,0.0,
1761,2000,IE,0.0,TR,0.0,0.0,1.0,
1767,2000,IL,0.0,AT,0.0,1.0,0.0,
1771,2000,IL,0.0,BE,1.0,0.0,0.0,
1774,2000,IL,0.0,CH,1.0,0.0,0.0,
1775,2000,IL,0.0,CY,0.0,0.0,1.0,
1777,2000,IL,0.0,DE,0.0,0.0,1.0,
1778,2000,IL,12.0,DK,0.0,1.0,0.0,
1779,2000,IL,6.0,EE,1.0,1.0,0.0,
1780,2000,IL,0.0,ES,1.0,0.0,0.0,
1781,2000,IL,0.0,FI,0.0,1.0,0.0,
1782,2000,IL,0.0,FR,1.0,0.0,0.0,
1783,2000,IL,1.0,GB,1.0,1.0,0.0,
1786,2000,IL,0.0,HR,1.0,0.0,0.0,
1788,2000,IL,2.0,IE,1.0,1.0,0.0,
1789,2000,IL,0.0,IL,0.0,0.0,1.0,
1790,2000,IL,5.0,IS,0.0,1.0,0.0,
1793,2000,IL,4.0,LV,0.0,1.0,0.0,
1797,2000,IL,0.0,MK,,,,
1798,2000,IL,3.0,MT,0.0,0.0,1.0,
1799,2000,IL,8.0,NL,0.0,1.0,0.0,
1800,2000,IL,7.0,NO,0.0,1.0,0.0,
1803,2000,IL,0.0,RO,0.0,1.0,0.0,
1805,2000,IL,10.0,RU,0.0,1.0,0.0,
1806,2000,IL,0.0,SE,0.0,1.0,0.0,
1810,2000,IL,0.0,TR,0.0,0.0,1.0,
1816,2000,IS,3.0,AT,0.0,1.0,0.0,
1820,2000,IS,0.0,BE,1.0,0.0,0.0,
1823,2000,IS,0.0,CH,1.0,0.0,0.0,
1824,2000,IS,0.0,CY,0.0,0.0,1.0,
1826,2000,IS,6.0,DE,0.0,0.0,1.0,
1827,2000,IS,12.0,DK,0.0,1.0,0.0,
1828,2000,IS,5.0,EE,1.0,1.0,0.0,
1829,2000,IS,0.0,ES,1.0,0.0,0.0,
1830,2000,IS,0.0,FI,0.0,1.0,0.0,
1831,2000,IS,0.0,FR,1.0,0.0,0.0,
1832,2000,IS,0.0,GB,1.0,1.0,0.0,
1835,2000,IS,0.0,HR,1.0,0.0,0.0,
1837,2000,IS,2.0,IE,1.0,1.0,0.0,
1838,2000,IS,0.0,IL,0.0,0.0,1.0,
1839,2000,IS,0.0,IS,0.0,1.0,0.0,
1842,2000,IS,10.0,LV,0.0,1.0,0.0,
1846,2000,IS,0.0,MK,,,,
1847,2000,IS,0.0,MT,0.0,0.0,1.0,
1848,2000,IS,1.0,NL,0.0,1.0,0.0,
1849,2000,IS,7.0,NO,0.0,1.0,0.0,
1852,2000,IS,0.0,RO,0.0,1.0,0.0,
1854,2000,IS,8.0,RU,0.0,1.0,0.0,
1855,2000,IS,4.0,SE,0.0,1.0,0.0,
1859,2000,IS,0.0,TR,0.0,0.0,1.0,
1865,2000,LV,5.0,AT,0.0,1.0,0.0,
1869,2000,LV,0.0,BE,1.0,0.0,0.0,
1872,2000,LV,2.0,CH,1.0,0.0,0.0,
1873,2000,LV,0.0,CY,0.0,0.0,1.0,
1875,2000,LV,8.0,DE,0.0,0.0,1.0,
1876,2000,LV,12.0,DK,0.0,1.0,0.0,
1877,2000,LV,10.0,EE,1.0,1.0,0.0,1.0
1878,2000,LV,0.0,ES,1.0,0.0,0.0,
1879,2000,LV,0.0,FI,0.0,1.0,0.0,
1880,2000,LV,0.0,FR,1.0,0.0,0.0,
1881,2000,LV,3.0,GB,1.0,1.0,0.0,
1884,2000,LV,0.0,HR,1.0,0.0,0.0,
1886,2000,LV,1.0,IE,1.0,1.0,0.0,
1887,2000,LV,0.0,IL,0.0,0.0,1.0,
1888,2000,LV,7.0,IS,0.0,1.0,0.0,
1891,2000,LV,0.0,LV,0.0,1.0,0.0,
1895,2000,LV,0.0,MK,,,,
1896,2000,LV,4.0,MT,0.0,0.0,1.0,
1897,2000,LV,0.0,NL,0.0,1.0,0.0,
1898,2000,LV,6.0,NO,0.0,1.0,0.0,
1901,2000,LV,0.0,RO,0.0,1.0,0.0,
1903,2000,LV,0.0,RU,0.0,1.0,0.0,1.0
1904,2000,LV,0.0,SE,0.0,1.0,0.0,
1908,2000,LV,0.0,TR,0.0,0.0,1.0,
1914,2000,MK,0.0,AT,0.0,1.0,0.0,
1918,2000,MK,2.0,BE,1.0,0.0,0.0,
1921,2000,MK,0.0,CH,1.0,0.0,0.0,
1922,2000,MK,4.0,CY,0.0,0.0,1.0,
1924,2000,MK,0.0,DE,0.0,0.0,1.0,
1925,2000,MK,0.0,DK,0.0,1.0,0.0,
1926,2000,MK,0.0,EE,1.0,1.0,0.0,
1927,2000,MK,0.0,ES,1.0,0.0,0.0,
1928,2000,MK,0.0,FI,0.0,1.0,0.0,
1929,2000,MK,0.0,FR,1.0,0.0,0.0,
1930,2000,MK,0.0,GB,1.0,1.0,0.0,
1933,2000,MK,10.0,HR,1.0,0.0,0.0,
1935,2000,MK,0.0,IE,1.0,1.0,0.0,
1936,2000,MK,1.0,IL,0.0,0.0,1.0,
1937,2000,MK,0.0,IS,0.0,1.0,0.0,
1940,2000,MK,3.0,LV,0.0,1.0,0.0,
1944,2000,MK,0.0,MK,,,,
1945,2000,MK,8.0,MT,0.0,0.0,1.0,
1946,2000,MK,0.0,NL,0.0,1.0,0.0,
1947,2000,MK,0.0,NO,0.0,1.0,0.0,
1950,2000,MK,12.0,RO,0.0,1.0,0.0,
1952,2000,MK,7.0,RU,0.0,1.0,0.0,
1953,2000,MK,6.0,SE,0.0,1.0,0.0,
1957,2000,MK,5.0,TR,0.0,0.0,1.0,
1963,2000,MT,2.0,AT,0.0,1.0,0.0,
1967,2000,MT,0.0,BE,1.0,0.0,0.0,
1970,2000,MT,0.0,CH,1.0,0.0,0.0,
1971,2000,MT,1.0,CY,0.0,0.0,1.0,
1973,2000,MT,0.0,DE,0.0,0.0,1.0,
1974,2000,MT,8.0,DK,0.0,1.0,0.0,
1975,2000,MT,7.0,EE,1.0,1.0,0.0,
1976,2000,MT,0.0,ES,1.0,0.0,0.0,
1977,2000,MT,0.0,FI,0.0,1.0,0.0,
1978,2000,MT,0.0,FR,1.0,0.0,0.0,
1979,2000,MT,6.0,GB,1.0,1.0,0.0,
1982,2000,MT,0.0,HR,1.0,0.0,0.0,
1984,2000,MT,10.0,IE,1.0,1.0,0.0,
1985,2000,MT,0.0,IL,0.0,0.0,1.0,
1986,2000,MT,0.0,IS,0.0,1.0,0.0,
1989,2000,MT,0.0,LV,0.0,1.0,0.0,
1993,2000,MT,0.0,MK,,,,
1994,2000,MT,0.0,MT,0.0,0.0,1.0,
1995,2000,MT,5.0,NL,0.0,1.0,0.0,
1996,2000,MT,3.0,NO,0.0,1.0,0.0,
1999,2000,MT,0.0,RO,0.0,1.0,0.0,
2001,2000,MT,12.0,RU,0.0,1.0,0.0,
2002,2000,MT,4.0,SE,0.0,1.0,0.0,
2006,2000,MT,0.0,TR,0.0,0.0,1.0,
2012,2000,NL,0.0,AT,0.0,1.0,0.0,
2016,2000,NL,0.0,BE,1.0,0.0,0.0,1.0
2019,2000,NL,6.0,CH,1.0,0.0,0.0,
2020,2000,NL,0.0,CY,0.0,0.0,1.0,
2022,2000,NL,8.0,DE,0.0,0.0,1.0,1.0
2023,2000,NL,10.0,DK,0.0,1.0,0.0,
2024,2000,NL,7.0,EE,1.0,1.0,0.0,
2025,2000,NL,0.0,ES,1.0,0.0,0.0,
2026,2000,NL,5.0,FI,0.0,1.0,0.0,
2027,2000,NL,2.0,FR,1.0,0.0,0.0,
2028,2000,NL,0.0,GB,1.0,1.0,0.0,
2031,2000,NL,0.0,HR,1.0,0.0,0.0,
2033,2000,NL,3.0,IE,1.0,1.0,0.0,
